filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,"MEDICAL MANAGER MIDWEST, INC. (""MMMW""); MTS, INC. (""Customer"")",3/1/98,3/5/98,3/5/99,,30 days,Indiana,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,MAINTENANCE AGREEMENT,"Universal Access, Inc. (""Company""); CityNet Telecommunications, Inc.(""Provider"")",7/23/03,7/23/03,7/23/08,successive 1 month,30 days,Delaware,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Amended and Restated Unconditional Capital Maintenance Agreement,"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",2/18/14,2/18/14,perpetual,,30 days,New York,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,OPERATIONS AND MAINTENANCE AGREEMENT,"MAGELLAN TERMINALS HOLDINGS, L.P. (""Owner""); OMEGA REFINING , LLC ("" Omega or Operator""); Individually as ""Party"" and collectively as ""Parties""",11/3/10,11/3/10,,,,Delaware,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Maintenance and Support Agreement,"VerticalNet,Inc (""VNI""); Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions (""VNE""; collectively with VNI, ""VERT""); Converge, Inc.(""Coverage"")",10/9/01,10/1/01,3/31/03,successive 1 year,,Pennsylvania,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.PDF,FIRST AMENDMENT TO SAGEBRUSH MANAGEMENT AND MAINTENANCE AGREEMENT,"Sagebrush (""Partnership""); Sagebrush partners (""Partners""); ToyoWest Management Inc. (""Manager"")",12/1/90,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",ORDERLY MARKETING AGREEMENT,"GWG Holdings, Inc. (""GWG""); Trust Advisors to the Seller Trusts (""Trust Advisors""); GWG and Trust Advisors (each a  “Party” and collectively as the “Parties”)",12/27/18,12/27/18,12/27/19,,,New York,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF","Sales, Marketing, Distribution, and Supply Agreement","HEMISPHERX BIOPHARMA, INC (""HEMISPHERX""); Scientific Products Pharmaceutical Co. LTD (""SCIEN”)",3/31/16,,3/31/19,successive 2 years,,Delaware,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,SECOND AMENDED AND RESTATED EXCLUSIVE AGENCY AND MARKETING AGREEMENT,"Monsanto Company (""Monsanto""); The Scotts Company LLC (""The Scotts Company"",""Agent"")",8/31/17,9/30/98,perpetual,,,Delaware,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,JOINT DEVELOPMENT AND MARKETING AGREEMENT,"LECLANCHÉ S.A. (""Leclanché""); OAK RIDGE ENERGY TECHNOLOGIES INC (""Oak Ridge""); (each a ""Party""” and together ""Parties"")",4/6/14,4/6/14,4/6/15,,,Switzerland,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
"Loop Industries, Inc. - Marketing Agreement.PDF",Marketing Agreement,"Loop Industries, Inc. (""Loop""); Indorama Loop Technologies, LLC (""Joint Venture Company”); Loop and Joint Venture Company (individually a ""Party, together they are the ""Parties"")",09/[]/2018,09/[]/2018,perpetual,,,Delaware,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
NUVEEN - REMARKETING AGREEMENT.PDF,REMARKETING AGREEMENT,"Nuveen AMT-Free Municipal Credit Income Fund (“Fund”); Nuveen Fund Advisors, LLC; Nuveen Investments, Inc. (“Investment Adviser”); [●] (""Remarketing Agent”)",,,perpetual,,,New York; Massachussets,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"MetLife, Inc. - Remarketing Agreement.PDF",Remarketing Agreement,"MetLife, Inc. (""Company""); Deutsche Bank Securities Inc. (""Deutsche Bank”, ""Remarketing Agents""); Deutsche Bank Trust Company America (""Stock Purchase Contract Agent"")",8/26/14,,perpetual,,,New York,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","AMENDED AND RESTATED STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT","PACIRA PHARMACEUTICALS, INC. (""F/K/A SKYEPHARMA, INC."", “PPI”); EKR THERAPEUTICS, INC. (""EKR"")",10/15/09,8/10/07,perpetual,successive 2 years,180 days,New York,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,Broker Dealer Marketing and Servicing Agreement for Variable Annuity Contracts,"Principal Life Insurance Company (""Issuer"", individually referred to as a “Party” and collectively with Distributor and Broker Dealer as the “Parties”); Princor Financial Services Corporation (""Distributor"", individually referred to as a “Party” and collectively with Issuer and Broker Dealer as the “Parties”); ABC Company and its duly licensed insurance affiliates indicated on the signature page of this   Agreement (collectively “Broker Dealer”, individually referred to as a “Party” and collectively with Issuer and Distributor as the “Parties”)",[]/[]/2013,[]/[]/2013,,,,Iowa,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",AMENDED AND RESTATED REMARKETING AGREEMENT,"Reinsurance Group of America, Incorporated (""Company"", together with the Trust, the ""Issuers""); RGA Capital Trust I (""Trust"", together with the Company, the ""Issuers""); Barclays Capital Inc. (""Barclays"", ""Remarketing Agent"")",2/15/11,,perpetual,,,New York,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",STRATEGIC SALES & MARKETING AGREEMENT,"SightLife Surgical, Inc. (“Surgical”); Imprimis Pharmaceuticals, Inc. (“Imprimis”)",4/28/17,4/28/17,4/28/20,,,California,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF","MANUFACTURING, DESIGN AND MARKETING AGREEMENT (t","Zounds Hearing, Inc. (""Subcontractor”); InnerScope Hearing Technologies, Inc. (""Manufacturer); Subcontractor and Manufacturer (individually as “Party” or collectively as the “Parties"")",10/3/18,10/3/18,10/3/28,successive 1 year,60 days,Arizona,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Sponsorship Agreement,"National Processing Company, (""NPC""); National City Bank of Kentucky, (""NCB"")",,6/30/96,6/30/01,successive 1 year,6 months,Kentucky,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"American Champion Media, (""ACM""); Shun Li De Commerce & Trading Ltd, (""SLD"")",4/14/00,,,,,California; Hong Kong,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"SABCO RACING, INC. (""Sabco""); Prolong Super Lubricants (""Prolong"")",12/19/97,,,,,North Carolina,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Excite, Inc. (""Excite""); NetGrocer, Inc.(""NetGrocer"")",12/15/97,12/15/97,12/15/99,,,California,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"HEALTHCARE CAPITAL CORP. (""Issue""); C.M. OLIVER & COMPANY LIMITED (""Sponsor"")",3/13/96,,perpetual,,,"British Columbia,Canada",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,SAN DIEGO BALLPARK FUNDING LLC; Rubio's Fresh Mexican Grill,3/21/08,11/1/07,10/31/08,,,California,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Tickets.com Inc. ""Tickets""; MP3.com Inc. ""MP3.com""",2/17/99,2/17/99,2/17/00,,,California,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF",SPONSORSHIP AGREEMENT,"ANTHEMIC, LLC (""ANTHEMIC""); VNUE INC (the ""Sponsor"")",6/23/15,6/23/15,8/2/15,,,California,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Reseller Agreement,"PivX Corporation (""PivX""); Detto Technologies (""Detto"")",[]/[]/2004,[]/[]/2004,[]/[]/2004,,,California,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,RESELLER AGREEMENT,"Diversinet Corp. (""Diversinet""); 2205925 Ontario Limited (the ""Reseller"")",1/11/11,1/11/11,1/11/16,successive 1 year,60 days,"Ontario, Canada",True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Reseller Agreement,"Touchstar Software Corporation (""TouchStar""); Worldwide Strategies (""Reseller"")",09/14/200[],09/14/200[],09/14/20[],,,Colorado,False,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF",MASTER SUPPLY AGREEMENT,"Premier Nutrition Company, LLC, (""Buyer"" or ""PNC""); Fonterra (USA) Inc., (""Supplier"" or ""Fonterra""); (each ""Party"", collectively ""Parties"")",10/31/19,10/31/19,10/31/24,5 years,12 months,Delaware,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,Supply Agreement,"Cutanea Life Sciences, Inc. (""CUTANEA""); Ferrer Internacional, S.A. (""Ferrer"")(""Supplier""); (together ""Parties"")",03/[]/2018,03/[]/2018,,,,New York,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,SUPPLY AGREEMENT,"Centre for Probe Development and Commercialization (""CPDC""); FUSION Pharmaceuticals Inc. (""FUSION""); (together ""Parties"", each a ""Party"")",,,[]/[]/[],successive 1 year,,,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF",SUPPLY AGREEMENT,"HOVIONE INTER AG (""HOVIONE""); INTERSECT ENT, Inc. (""INTERSECT""); (each as ""Party"", together as ""Parties"")",1/20/20,1/20/20,1/20/25,,,New York,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,SUPPLY AGREEMENT,"Cremer Oleo GmbH & Co KG (""Cremer""); Ultragenyx Pharmaceutical Inc. (""Ultragenyx"")",11/19/12,,11/19/15,2 years,3 months,Federal Republic of Germany,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF",SUPPLY AGREEMENT,"SutroVax, Inc. (""SutroVax""); Sutro Biopharma, Inc. (""Sutro""); SutroVax and Sutro (individually, as a “Party” and collectively, as the “Parties"")",5/29/18,5/29/18,7/31/21,,,California,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF,SUPPLY AGREEMENT,"Vericel Corporation (""Vericel""); MediWound Ltd. (""MediWound""); Vericel and MediWound (individually as a “Party” and collectively as the “Parties.”)",5/6/19,5/6/19,5/6/24,10 successive 1 year,12 months,New York,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.pdf,ESCROW AGREEMENT,"NCC ESCROW INTERNATIONAL LIMITED (""NCC"")",,,,,,England; Wales,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment.pdf,First Amendment,"Cargill, Incorporated (“Cargill”); BioAmber S.A.S. (“BioAmber”)",7/18/11,7/5/11,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,"ELECTRONIC JOURNAL SOFT WARE DEVELOPMENT,                         HOSTING AND MANAGEMENT AGREEMENT","HealthGate Data Corp. (""HealthGate""); Blackwell Science Limited (""Blackwell""); Munksgaard A/S (""Munskgaard""); together, Blackwell and Munksgaard shall be referred to as ""the Publishers"")",3/20/98,1/1/98,2/28/00,1 year,,England; Wales,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,DEVELOPMENT AGREEMENT,"Cargill, Incorporated (""Cargill""); Bioamber S.A.S (""Bioamber""); (individually as ""Party"", collectively as ""Parties"")",4/15/10,4/15/10,4/15/14,,,Minnesota,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR-.pdf",AMENDMENT                                      TO THE                               DISTRIBUTOR AGREEMENT                                      BETWEEN                                   INGRAM MICRO                                        AND                                      NETGEAR,"Ingram Micro (""Distributor""); NETGEAR, Inc. (""NETGEAR"")",10/1/96,10/1/96,,,,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf",DISTRIBUTOR AGREEMENT,"Ingram Micro (""Distributor""); NETGEAR, Inc. (""NETGEAR"")",11/5/96,3/1/96,3/1/97,succesive 1 year,,California,True,False,True,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,True
